mi_score,avg_cc,max_cc,loc,lloc,sloc,comments,blank,comment_ratio,ast_functions,ast_classes,ast_imports,ast_max_depth,ast_avg_args,ast_lambdas,ast_comprehensions,ast_try_blocks,ast_returns,ast_global_vars,ast_docstring_ratio,ast_assert_count,ast_parse_error,lint_errors,lint_warnings,lint_total,lint_per_loc,tfidf_action,tfidf_add,tfidf_add argument,tfidf_all,tfidf_and,tfidf_any,tfidf_api,tfidf_app,tfidf_append,tfidf_arg,tfidf_args,tfidf_argument,tfidf_as,tfidf_assert,tfidf_async,tfidf_await,tfidf_base,tfidf_batch,tfidf_block,tfidf_bool,tfidf_build,tfidf_by,tfidf_cache,tfidf_check,tfidf_class,tfidf_client,tfidf_code,tfidf_command,tfidf_component,tfidf_components,tfidf_config,tfidf_content,tfidf_context,tfidf_current,tfidf_data,tfidf_def,tfidf_def get,tfidf_def init,tfidf_def test,tfidf_default,tfidf_description,tfidf_df,tfidf_dict,tfidf_dict str,tfidf_dir,tfidf_doc,tfidf_dtype,tfidf_elif,tfidf_else,tfidf_env,tfidf_err,tfidf_error,tfidf_errors,tfidf_event,tfidf_except,tfidf_exception,tfidf_exit,tfidf_falcon,tfidf_false,tfidf_field,tfidf_file,tfidf_filename,tfidf_files,tfidf_float,tfidf_fn,tfidf_for,tfidf_for in,tfidf_format,tfidf_frame,tfidf_from,tfidf_get,tfidf_group,tfidf_headers,tfidf_help,tfidf_http,tfidf_id,tfidf_if,tfidf_if not,tfidf_if self,tfidf_image,tfidf_img,tfidf_in,tfidf_index,tfidf_info,tfidf_init,tfidf_init self,tfidf_input,tfidf_int,tfidf_io,tfidf_is,tfidf_is none,tfidf_is not,tfidf_isinstance,tfidf_item,tfidf_items,tfidf_join,tfidf_json,tfidf_keras,tfidf_key,tfidf_kwargs,tfidf_label,tfidf_len,tfidf_line,tfidf_lines,tfidf_list,tfidf_load,tfidf_logger,tfidf_main,tfidf_max,tfidf_message,tfidf_mock,tfidf_model,tfidf_module,tfidf_msg,tfidf_name,tfidf_new,tfidf_node,tfidf_none,tfidf_none if,tfidf_none none,tfidf_none self,tfidf_not,tfidf_not in,tfidf_not none,tfidf_np,tfidf_num,tfidf_obj,tfidf_open,tfidf_options,tfidf_or,tfidf_os,tfidf_os path,tfidf_out,tfidf_output,tfidf_page,tfidf_params,tfidf_parse,tfidf_parser,tfidf_parser add,tfidf_pass,tfidf_path,tfidf_print,tfidf_process,tfidf_pytest,tfidf_query,tfidf_raise,tfidf_random,tfidf_range,tfidf_re,tfidf_read,tfidf_repo,tfidf_request,tfidf_response,tfidf_result,tfidf_results,tfidf_return,tfidf_return self,tfidf_root,tfidf_run,tfidf_self,tfidf_self assert,tfidf_self self,tfidf_server,tfidf_session,tfidf_set,tfidf_settings,tfidf_shape,tfidf_size,tfidf_source,tfidf_split,tfidf_start,tfidf_state,tfidf_status,tfidf_str,tfidf_str none,tfidf_stream,tfidf_string,tfidf_strip,tfidf_sys,tfidf_target,tfidf_template,tfidf_test,tfidf_text,tfidf_time,tfidf_title,tfidf_to,tfidf_torch,tfidf_train,tfidf_true,tfidf_try,tfidf_type,tfidf_update,tfidf_url,tfidf_user,tfidf_utils,tfidf_value,tfidf_var,tfidf_version,tfidf_with,tfidf_write,quality_label
35.41,1.72,4,466,253,362,3,103,0.012,24,1,11,10,1.0,0,3,0,0,97,0.0,0,0,0,2,2,0.0043,0.0,0.0,0.0,0.04296713815209437,0.030263298413347798,0.0,0.04915540518000068,0.0,0.034841755216412224,0.0,0.0,0.0,0.0,0.22485590747649978,0.0,0.0,0.07259839931201786,0.0,0.0,0.0,0.0,0.0,0.0,0.23526486012132122,0.027080385527117397,0.0,0.0,0.0,0.0,0.0,0.0,0.09481054839719956,0.0,0.05240322137898478,0.034577920938382585,0.07260827910730831,0.0,0.0,0.19139638899206673,0.0,0.17718205179817467,0.0,0.06095559797506879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4162636108615173,0.08054515900070223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10897074342975734,0.0,0.0,0.0,0.0,0.08375259608014983,0.0,0.18378974718593352,0.0,0.05791264910264269,0.05221663498954313,0.0,0.0,0.0,0.0,0.0,0.04503304576024835,0.0,0.0,0.0,0.0,0.08023593451422133,0.04824937741444191,0.0,0.0,0.0,0.0,0.0,0.0,0.13271886246185602,0.0,0.039028684079259954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13529964821284796,0.16551679891613272,0.18570202372185265,0.12464333949000543,0.0,0.0,0.0,0.07351942109049245,0.13231018618243784,0.0,0.0,0.0,0.28812877134923753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04091939298865983,0.0,0.0,0.0,0.19234723508426496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1217413117292239,0.0,0.05068512991191964,0.0,0.0,0.0,0.17369665488061023,0.37679169528617923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09534310158086588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17971902289799743,0.0,0.0,0.17272632951198305,0.036001358106924876,0.0,0.0,0.0,0.0,0.0338121909508457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14066887164499634,0.0,bad
100.0,1.36,2,172,82,132,1,39,0.012,9,2,6,9,1.3333333333333333,0,0,0,0,31,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.04558093951242181,0.0,0.0,0.0,0.0,0.0,0.0,0.07569849817000074,0.037097406341565047,0.2552568298682393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16948683768249653,0.06905840872841781,0.0,0.2901631295890601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0836858954671624,0.0,0.056016850541430505,0.2032573305976006,0.0,0.0,0.0,0.05422329396563785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06972389988800443,0.0,0.0,0.0,0.0,0.0,0.0,0.09698209210070416,0.0,0.0,0.0,0.0,0.0,0.0,0.057598927473419416,0.0,0.0,0.0,0.08444220594687166,0.08942680129683211,0.0,0.31095800550691605,0.0,0.0,0.0,0.048124810242460965,0.0,0.0,0.0,0.0,0.11472599521257325,0.0,0.0,0.05239674864325851,0.05639260539469848,0.0,0.049970419475741476,0.0,0.1348987836929143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10136759633269146,0.0,0.0,0.09429621680118455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03461061304731254,0.0,0.0,0.06804425435613563,0.0868611346565346,0.1428326308932516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21028185120575896,0.18336016419298126,0.0,0.054164940832821945,0.10778427291276226,0.0,0.0,0.23001624236314888,0.4277346089716658,0.07527150136466723,0.0,0.0,0.05439660971401325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07324574814430593,0.10297086440649204,0.06264889999635893,0.0,0.0,0.0,0.0,0.0,0.0,0.1983257288836368,0.22128084371541928,0.0,0.0,0.0,0.0,0.0,0.08599969764469786,0.0,0.08622536412373472,0.0,0.0,0.20342743321259504,0.0,0.0,0.0,0.0,0.166866531364947,0.0,good
39.64,4.18,14,277,175,183,9,85,0.051,11,0,4,13,1.6363636363636365,0,3,0,10,86,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.03321721875701625,0.0,0.11322712972737838,0.0,0.14659191657596707,0.0,0.06711916403998898,0.0,0.02703482365539803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1952681527265427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192913471899596,0.0,0.0,0.0,0.06481404228102526,0.039961559490746076,0.0,0.0,0.0,0.18430180986971886,0.0,0.08292741011507479,0.09061730688909073,0.0,0.0,0.0,0.0,0.05130469253117268,0.0,0.3957702178847632,0.1132156371578889,0.0,0.0,0.0,0.0,0.08156569575809602,0.0,0.0,0.0,0.1036970561753318,0.13316791460400781,0.0,0.0,0.0,0.07634342556534758,0.0,0.11706846571800109,0.0,0.032588257042888376,0.04624005985191156,0.14228096349781527,0.0,0.0,0.0,0.0,0.08654228214945497,0.07026262770672531,0.0,0.0,0.0,0.09399113987509902,0.1963741532122998,0.0,0.0,0.0,0.0,0.11214113652603167,0.0,0.0,0.0,0.0,0.0,0.0,0.047863779082062144,0.0,0.0,0.0,0.0,0.0,0.0,0.1036970561753318,0.27837075471501566,0.1878062308582515,0.12738935986369482,0.0,0.0,0.07240225486623103,0.08069545691605694,0.1994000580349461,0.0,0.0,0.0,0.25526862377521453,0.02497865583022859,0.0,0.0,0.025222567090652254,0.0,0.0,0.0,0.08481147571853212,0.10408962160001801,0.0,0.0,0.28057202157190925,0.0,0.044188943460535285,0.0,0.09002244911182906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060184775694957934,0.0,0.0,0.0,0.0,0.0,0.0,0.16228893098842073,0.0,0.0,0.0,0.0,0.0,0.0,0.07699412213057454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10408962160001801,0.0,0.0,0.0,0.11892544970305177,0.0456555358078647,0.0,0.05337801425676352,0.10478550064588409,0.10582025944161248,0.0,0.0,0.0,0.0,0.0,0.2250250108607137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03411111123746409,0.0,bad
52.87,3.64,8,273,136,158,2,85,0.015,11,0,6,10,1.0,0,2,1,9,52,0.5454545454545454,0,0,0,1,1,0.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09057742591851022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22875662947612307,0.0,0.0,0.0,0.0,0.4486742558746585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1547469111032826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10909724557872255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263267723984071,0.0,0.0,0.20305712635359066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26499424328030136,0.0,0.3840028765617819,0.0,0.0,0.0,0.24701489653016945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23120805058790178,0.0,0.0,0.0,0.0,0.40412425897302895,0.0,0.0,0.0,0.3103168434391362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
40.34,17.33,57,605,206,255,142,129,0.689,6,0,7,17,1.1666666666666667,0,8,4,6,78,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.17840711826099392,0.07421595812505563,0.1042868305672493,0.0,0.0,0.0,0.0,0.0,0.0,0.10227094873166663,0.0,0.0,0.0,0.10515099141485941,0.0,0.16255404168133492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10120976976322854,0.0,0.12732179534617363,0.0,0.1435736121925687,0.07215856078250303,0.0,0.0,0.0,0.1943284789216039,0.0,0.0,0.0,0.0,0.17621227422590785,0.0,0.0,0.0,0.06770120667271419,0.0,0.0,0.1749636994045697,0.0,0.0,0.0817165204939481,0.09928788335691605,0.1076333519115696,0.0,0.0,0.0,0.16504910528696679,0.12468368111056569,0.29328720414493015,0.0,0.0,0.13217755858100053,0.0,0.0,0.0,0.04300316825451386,0.10331239261097588,0.0,0.0,0.0,0.0,0.0,0.09712265720488576,0.0,0.0,0.0,0.0,0.05133185539955344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06869876298737998,0.0,0.0,0.0,0.23289160720947358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12290487247654146,0.0,0.15353531876105128,0.1737422640990565,0.0,0.09554135846912935,0.0,0.0,0.0,0.0,0.0,0.0,0.11712114449718368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09872966190960301,0.0,0.14271037675793594,0.1747877881399544,0.17621227422590785,0.0,0.10344176876915674,0.0,0.0,0.0,0.0,0.0,0.0,0.2191079930613779,0.07941928382865915,0.0,0.0,0.0,0.0,0.0,0.0,0.31436373411370716,0.09891483171471392,0.0,0.0,0.0,0.0,0.0,0.08819263103603464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11155858910395713,0.15340891477293636,0.0,0.0,0.0,0.0,0.0,0.0,0.21068030459925263,0.0,0.0,0.0,0.08009408057686866,0.0,0.10344176876915674,0.0,0.0,0.0,0.0,0.0,0.0,0.1290400763479848,0.10323338956119077,bad
39.41,1.62,8,122,86,85,0,36,0.0,18,8,3,9,2.2222222222222223,0,0,0,2,31,0.05555555555555555,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0775048754881503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1855050789199865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15039458995433777,0.0,0.23097164680789176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10297781103923367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050243706526193345,0.0,0.09092324979088032,0.0,0.08186167456126024,0.0,0.0,0.0,0.0,0.0,0.3184123642412144,0.11719640813322424,0.0,0.0,0.0,0.0,0.11111148105915164,0.0,0.0,0.24742265724516405,0.2325209791322996,0.0,0.0,0.0,0.14870339758897208,0.20643907809741854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16185428372027125,0.0,0.0,0.16343475636922,0.08457045315528162,0.0,0.21090440773852834,0.09102447448292894,0.08840267487607316,0.0,0.0,0.0,0.0,0.0,0.0,0.12945043437066694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23765162906783183,0.0,0.0,0.0,0.0,0.0,0.1314279350097406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07999820794581278,0.0,0.0,0.0,0.3297397423528875,0.0,0.2900945246256538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35444493692825474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08008439184967238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07455603865461444,0.0,0.0,0.0,0.0,bad
37.74,1.75,5,117,85,83,0,32,0.0,18,6,3,9,1.5555555555555556,0,0,1,10,21,0.1111111111111111,0,0,0,0,0,0.0,0.0,0.08065240785689946,0.0,0.0,0.0,0.0,0.0,0.0,0.07817885038168869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16963759054694558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15170240674798866,0.0,0.2177649088676846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15266490661059037,0.16164102422674992,0.0,0.0,0.10387329611413834,0.0,0.0,0.07476839917631455,0.0,0.0,0.0,0.12706384331493534,0.0,0.0,0.0,0.0,0.0,0.0,0.08580975044301288,0.0,0.09171390956824285,0.0,0.0666198087240774,0.0,0.0,0.0,0.0,0.0,0.0,0.11821553675187156,0.0,0.24881428975708295,0.0,0.0,0.07952247536578416,0.28250616934238504,0.0,0.2299567052523459,0.21922565185104764,0.0,0.0,0.0,0.17548303269227403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07195967266359211,0.0,0.0,0.0,0.0,0.0,0.0,0.2542398299810817,0.0,0.0,0.0,0.0,0.0,0.0,0.2597054790785086,0.0,0.05156221128666203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2397182246257423,0.0,0.0,0.0,0.0,0.0,0.07829846166381398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15739822115882343,0.09483811796031866,0.0,0.0,0.3146949929638056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19782816255768912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11267494719861132,0.07328391067109526,0.0,0.0,0.0,0.0,0.0,0.3142079092648561,0.0,0.0,0.0,0.0,bad
55.2,2.25,3,38,30,30,0,8,0.0,6,2,0,10,2.3333333333333335,0,1,0,4,8,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08682678061327416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11426236998433735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12090486696832643,0.09072962062868854,0.15692786284331334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11536347553394581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1343168074992635,0.08352327219271156,0.0,0.0,0.0,0.062005518375259625,0.0,0.0,0.0,0.0,0.0,0.09869455444368257,0.0,0.0,0.0,0.0,0.12447542336886823,0.3970995576248627,0.0,0.14678636347902857,0.15798051763390594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4616212337899104,0.0,0.0,0.0,0.0,0.3872477944557979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14723544045033782,0.0,0.10304862399295728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1263089826526459,0.10532885072770415,0.0,0.0,0.2947717509501316,0.0,0.0,0.0,0.0,0.09000331255067688,0.0,0.0,0.27710237209209776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25720503408726825,0.0,0.0,0.0,0.0,medium
78.7,1.64,3,66,42,40,5,14,0.119,8,3,0,11,1.875,0,0,0,2,14,0.25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11470347780960581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10003520073899635,0.0,0.11050168572965627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10405571206430139,0.07079087341463314,0.15176294159236695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09088494144959389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05772925803010416,0.10152914523929166,0.0,0.0,0.0,0.0,0.0,0.07700543286661973,0.0,0.09035327485503386,0.0,0.0,0.0,0.0,0.0,0.14195522645628744,0.1527809506610378,0.0,0.0,0.0,0.09222410291667618,0.07561722702394504,0.0758867157022882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1786277213034719,0.0,0.0,0.0,0.20147131950396116,0.0,0.0,0.0,0.0,0.0,0.0,0.19791645482345926,0.4838259784407216,0.1247389621493283,0.0,0.0,0.184348032774687,0.04699117664510671,0.0,0.07727130684546238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18268455999789776,0.0,0.0,0.0,0.0,0.30675305975160194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34777415719504684,0.0699251021751729,0.0,0.0,0.0,0.24935989453287383,0.0,0.0971729562125473,0.0,0.0,0.07022417884615292,0.0,0.0,0.2440849195213663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18266178660441998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,good
100.0,1.26,2,104,68,68,6,36,0.088,19,8,2,8,2.736842105263158,0,0,0,0,23,0.0,0,0,0,0,0,0.0,0.0,0.151241749206155,0.0,0.0,0.0,0.0,0.0,0.0,0.10401939669165497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.259037232946044,0.0,0.0,0.14704369266856546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1208695618761489,0.0,0.1830835255083298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09521622797103403,0.0,0.22857008229808687,0.0,0.0,0.0,0.3573193366916763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18070759937919742,0.19448863922829462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2839519565436742,0.0,0.0,0.0,0.0,0.09575592728570137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30260100627136843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07112134673295938,0.0,0.2776100534226083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24603990550315114,0.0,0.08812175945311482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20462515223258126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18700704789291625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4016853368550645,0.0,0.0,0.0,0.0,0.0,0.0,good
